"","elpd_diff","se_diff","elpd_waic","se_elpd_waic","p_waic","se_p_waic","waic","se_waic"
"brm2.3",0,0,-103.739114101661,6.77960105899472,7.62316201879902,0.720630182377934,207.478228203321,13.5592021179894
"brm2.2",-0.972164094793093,0.235749266326025,-104.711278196454,6.8710140783335,8.8848088954857,0.832928569851826,209.422556392907,13.742028156667
"brm2.1",-2.0748586300517,0.522618445556479,-105.813972731712,6.99044111627183,10.4319858151906,1.04372372029323,211.627945463424,13.9808822325437
